time,theta_mean,theta_std,theta_min,theta_max,fractionality,dual_anisotropy_rms,dual_anisotropy_inf,forcing_l2,anisotropy_forcing_l2,projection_forcing_l2,forcing_relative,clip_fraction,trigger_fraction,prediction_relative_error,rayleigh,weighted_spectral_excess,flatness,weighted_tail,saturation_deficit,bernoulli_gap_bound,bernoulli_expected_cut,current_best_threshold_cut,archive_best_cut,threshold_spectral_gap_bound,spectral_entropy,effective_rank
0.0,-8.172110557556152,0.0,-8.172110557556152,-8.172110557556152,0.9214133989800828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.274151715691541,1.1776771274645333e-13,18.224231322599962,1.8509928509267492e-12,2446.19625018655,2446.196250186552,9796.63409295178,11265.0,11265.0,977.830343138332,3.3404840388901566e-13,1.000000000000334
10.0,-8.126835467815399,0.0,-8.126835467815399,-8.126835467815399,0.8837146363345576,0.006741127128076756,0.04507672548294117,0.025288437604229972,0.00024368739669738767,0.025134499105173246,0.005243780118480394,0.005,0.0,0.029349316320797465,-13.265300262539142,0.008851453152514552,18.099999856014254,0.2058588897615562,2346.1124312164397,2346.3182901062014,9896.512053032131,11265.0,11265.0,977.830343138332,0.011303363016732708,1.0113674874037994
20.0,-8.083768986463546,0.0,-8.083768986463546,-8.083768986463546,0.830984015174958,0.01609574975468629,0.08814320683479338,0.04563380965769433,0.0006703982046215103,0.04517748788332406,0.007848882698488272,0.01375,0.0,0.07360488502308041,-13.2287916646816,0.04536005101006092,17.86913731186046,1.533314738635919,2206.121578149402,2207.654892888038,10035.175450250294,11258.0,11265.0,984.830343138332,0.056929664024538196,1.0585813514250004
30.0,-8.04367133140564,0.0,-8.04367133140564,-8.04367133140564,0.7645611729638714,0.02852084565520908,0.12824086189269934,0.08268745442803858,0.00128747424761703,0.08165296471316896,0.012049959344187715,0.045,0.0,0.13704136418557536,-13.14604024967554,0.1281114660161211,17.45040532590175,6.032482657742875,2029.7802011699207,2035.8126838276635,10207.017659310668,11263.0,11265.0,979.830343138332,0.1478442769403038,1.1593323475251687
40.0,-8.0070210814476,0.0,-8.0070210814476,-8.0070210814476,0.6960385780490452,0.04374278046083811,0.16489111185073924,0.12748874512504701,0.002049288280906412,0.1256017584024037,0.016351124102917503,0.11125,0.0,0.23915186425580054,-13.015803577455715,0.2583481382359417,16.776873046843416,15.705573491315734,1847.8643369994631,1863.569910490779,10379.260432647552,11280.0,11280.0,962.830343138332,0.2907908003894952,1.3374847533913683
50.0,-7.973585421442985,0.0,-7.973585421442985,-7.973585421442985,0.6374203544876279,0.06063630987491733,0.19832677185535452,0.15950622107713108,0.002856800864061487,0.15679012945654616,0.018730998033732068,0.1675,0.0,0.3945748607819677,-12.853716328199775,0.42043538749188863,15.97527833993804,30.488262751533107,1692.2428984277478,1722.731161179281,10520.09918195905,11288.0,11288.0,954.830343138332,0.46433864562541494,1.59096165142737
60.0,-7.942883288264275,0.0,-7.942883288264275,-7.942883288264275,0.5869832884219031,0.07832733731343201,0.22902890503406503,0.18185097947430484,0.0036714201624509528,0.1783471502303592,0.020008606095925398,0.21,0.0,0.6042708154059985,-12.684457917848233,0.5896937978434245,15.247203001013945,48.710678644658074,1558.3410450175868,1607.051723662245,10635.778619476087,11316.0,11316.0,926.830343138332,0.6456636074588733,1.9072522762482969
70.0,-7.9145494061708455,0.0,-7.9145494061708455,-7.9145494061708455,0.5433319012299666,0.09645001929829208,0.2573627871274944,0.19875873336156127,0.004481479008300763,0.19450396474819084,0.02079748814503422,0.25125,0.0,0.8734073432888192,-12.526981997880869,0.7471697178107899,14.62316907975078,68.24171489823915,1442.4540177803547,1510.695732678594,10732.134610459738,11330.0,11330.0,912.830343138332,0.8203964496270602,2.271400154799666
80.0,-7.888231232762337,0.0,-7.888231232762337,-7.888231232762337,0.5062873771166359,0.11480457780584354,0.2836809605360031,0.21110863513585892,0.005279990697270606,0.2061397623884501,0.021244860541176087,0.28125,0.0,1.2137641012998959,-12.391049354850585,0.8831023608410747,14.111037944546828,87.1997565690676,1344.1070911171646,1431.3068476862322,10811.5234954521,11327.0,11330.0,915.830343138332,0.9783189376377541,2.6599808875540925
90.0,-7.863652282357216,0.0,-7.863652282357216,-7.863652282357216,0.47472168720360697,0.1332934074619215,0.3082599109411239,0.2212991384236822,0.006066524648144899,0.21564976220301557,0.02159086242155557,0.31625,0.0,1.640150400835256,-12.275166804905165,0.9989849107864981,13.700232450427144,104.94902168939748,1260.3055397339583,1365.2545614233559,10877.575781714975,11350.0,11355.0,892.830343138332,1.1191996233832096,3.062402147069946
100.0,-7.840507043004036,0.0,-7.840507043004036,-7.840507043004036,0.4492386420264245,0.1518489266914553,0.3314051502943043,0.22904267961970118,0.0068416185804583245,0.22274138404130236,0.021823263027431587,0.35,0.0,2.175384056866744,-12.181493585545526,1.0926581301461333,13.331784152328456,120.35877511203041,1192.652378162011,1313.0111532740414,10929.81918986429,11396.0,11396.0,846.830343138332,1.238089652181712,3.449018342613726
110.0,-7.818553214669228,0.0,-7.818553214669228,-7.818553214669228,0.4271403282953895,0.1704169576231772,0.35335897862911203,0.23484994286615377,0.00760652652836152,0.22791706918819976,0.021940743289847343,0.375,0.0,2.841113052183997,-12.101534796589965,1.1726169191016953,12.998244137835094,134.34898866237359,1133.985104336671,1268.3340929990445,10974.496250139287,11413.0,11413.0,829.830343138332,1.3457993306904412,3.8412557473896585
120.0,-7.797623479962349,0.0,-7.797623479962349,-7.797623479962349,0.4087032825216266,0.18896785229532082,0.3742887133359911,0.239684098437127,0.008362969909705536,0.23214948641242666,0.022040502429836503,0.4025,0.0,3.671066353614069,-12.036709564658944,1.2374421510327096,12.705693721948325,146.3390963950036,1085.037875778654,1231.3769721736576,11011.453370964675,11413.0,11413.0,829.830343138332,1.439265612003895,4.217597326539696
130.0,-7.777545068860054,0.0,-7.777545068860054,-7.777545068860054,0.39332695627037373,0.20747162991979398,0.39436712443828625,0.24345520346403363,0.00911325625632304,0.23533116158523054,0.022101752653634617,0.4275,0.0,4.705676966896596,-11.98572697918772,1.2884247365039405,12.444060621158947,156.33051130227767,1044.2163382808299,1200.5468495831076,11042.283493555224,11434.0,11434.0,808.830343138332,1.5214526395840222,4.578871816851797
140.0,-7.758181735873222,0.0,-7.758181735873222,-7.758181735873222,0.38018471606780113,0.22589342426163903,0.4137304574251175,0.2464984662466307,0.009858542300133909,0.23781047262854962,0.022139513988560046,0.44625,0.0,5.993971967379923,-11.944676790532766,1.3294749251588938,12.185682230273356,164.8057756436198,1009.3259202142289,1174.1316958578486,11068.698647280484,11434.0,11435.0,808.830343138332,1.595325438800704,4.929933202630828
150.0,-7.739442549943924,0.0,-7.739442549943924,-7.739442549943924,0.3684002812091278,0.24420572323253423,0.4324696433544162,0.24911859411501036,0.01059944081807177,0.2398795724032777,0.0221651248804184,0.45875,0.0,7.595482387083467,-11.909027005944202,1.3651247097474548,11.959150694915396,172.44247655819274,978.0402449746864,1150.4827215328792,11092.347621605453,11440.0,11443.0,802.830343138332,1.6641064667045542,5.280952434140316
160.0,-7.721266105175018,0.0,-7.721266105175018,-7.721266105175018,0.3577758169344578,0.2623817150820457,0.45064608812332185,0.25142288504407384,0.011336450246785547,0.2416467554028686,0.022184338343005996,0.47375,0.0,9.587847874735552,-11.878574346688373,1.3955773690032838,11.745558100875034,179.25470714257864,949.8340948387025,1129.0888019812812,11113.741541157051,11460.0,11460.0,782.830343138332,1.7294418534045917,5.637506475099762
170.0,-7.70360017478466,0.0,-7.70360017478466,-7.70360017478466,0.34793060202386594,0.28039390575945716,0.46831201851367954,0.2534231027574719,0.012069211978447302,0.24312646675115043,0.022191379299341188,0.4825,0.0,12.066030580810212,-11.851533700001024,1.4226180156906336,11.538317953083105,185.52913460827887,923.6967195593458,1109.2258541676247,11133.604488970708,11464.0,11464.0,778.830343138332,1.7922659426230516,6.003039610045814
180.0,-7.686409521102905,0.0,-7.686409521102905,-7.686409521102905,0.3389633833272586,0.29822667811872355,0.48550267219543475,0.25534284700325477,0.012797133608641348,0.24455778042642828,0.022207309230440484,0.4975,0.0,15.153011904627162,-11.828068580399982,1.4460831352916825,11.344355498185879,191.18278063614488,899.8902752700347,1091.0730559061797,11151.757287232153,11469.0,11469.0,773.830343138332,1.850826907668,6.365080681078522
190.0,-7.669651321172714,0.0,-7.669651321172714,-7.669651321172714,0.3305594355719361,0.31586954638903114,0.5022608721256256,0.25705840472022445,0.013521237349119967,0.24578425085406677,0.022215740706234978,0.5075,0.0,18.998535323573588,-11.806410540485858,1.4677411752058047,11.172931125341162,196.51309615281656,877.579219767058,1074.0923159198746,11168.738027218456,11474.0,11474.0,768.830343138332,1.9069395699961411,6.732453036213222
200.0,-7.653308341503143,0.0,-7.653308341503143,-7.653308341503143,0.32237576904825427,0.33330637758941245,0.5186038517951967,0.258717523726554,0.014240283403836014,0.24696770345012053,0.022223700942713396,0.51,0.0,23.787675476695334,-11.785030729306683,1.4891209863849724,11.012356532581647,201.81289263864414,855.8529735618629,1057.665866200507,11185.164476937825,11474.0,11479.0,768.830343138332,1.9618792642705727,7.112681120824997
210.0,-7.637374416589737,0.0,-7.637374416589737,-7.637374416589737,0.314231821533679,0.350522625562744,0.5345377767086026,0.2603505809047018,0.014951919532236338,0.24815067471590224,0.02223078962180252,0.51375,0.0,29.752598858939685,-11.763359529661143,1.5107921860305131,10.851591729308076,207.2106410910595,834.2321745872379,1041.4428156782974,11201.387527460034,11479.0,11479.0,763.830343138332,2.016427142886508,7.511439633067536
220.0,-7.621835368275643,0.0,-7.621835368275643,-7.621835368275643,0.3067153271409713,0.367518733025216,0.5500768250226971,0.26191341438235477,0.01565099620617019,0.24929848786416814,0.02224267134954862,0.52375,0.0,37.20255514326569,-11.743658957446566,1.5304927582450936,10.711985809153468,212.21343424261252,814.27715719945,1026.4905914420626,11216.339751696269,11480.0,11481.0,762.830343138332,2.067568376961767,7.90557634531347
230.0,-7.606650090813637,0.0,-7.606650090813637,-7.606650090813637,0.3000638487401358,0.38431583865013913,0.5829665428400039,0.26330625521367323,0.01633655534213443,0.25027097416191013,0.02225445515428034,0.53375,0.0,46.52416816081513,-11.726648594935192,1.5475031207564647,10.598949422171298,216.63067568098168,796.6186105141838,1013.2492861951655,11229.581056943167,11478.0,11481.0,764.830343138332,2.113140497136666,8.274185580433464
240.0,-7.591787275671959,0.0,-7.591787275671959,-7.591787275671959,0.29394095488581173,0.40092984526242403,0.6179346412420275,0.26465316085881163,0.017010511692166004,0.25123979617702125,0.022271095333967986,0.54125,0.0,58.186912049763336,-11.710606096772322,1.5635456189193346,10.511478948227737,220.79110533733166,780.3633661219077,1001.1544714592394,11241.675871679092,11480.0,11481.0,762.830343138332,2.1557597440969554,8.634447658289085
250.0,-7.577221618294716,0.0,-7.577221618294716,-7.577221618294716,0.28819833947560625,0.417379561474133,0.6532986027002332,0.2659027813052988,0.01767453787666984,0.2520891430633507,0.022285807957703404,0.55,0.0,72.78425296951592,-11.6949218714583,1.5792298442333645,10.435174137445063,224.8196850949978,765.1176964819203,989.9373815769181,11252.892961561414,11480.0,11481.0,762.830343138332,2.1962862622708954,8.991559125131415
260.0,-7.5629339569807055,0.0,-7.5629339569807055,-7.5629339569807055,0.28274696889556383,0.4336760162089367,0.688895260691643,0.2670623732301958,0.018331883027203125,0.2528410285805181,0.02229777403685268,0.5525,0.0,91.06341563057497,-11.679355493435557,1.5947962222561038,10.373372479828685,228.77448488141914,750.6452324543313,979.4197173357504,11263.410625802582,11493.0,11493.0,749.830343138332,2.235210858012196,9.348452840573055
270.0,-7.548919041156768,0.0,-7.548919041156768,-7.548919041156768,0.2773761179040164,0.4498194753111349,0.7247131657600399,0.2682153238623019,0.018984052285860975,0.2536039097437563,0.02231066080390559,0.56375,0.0,113.95290200939787,-11.663357072044,1.610794643647655,10.318953093259662,232.79973573041735,736.3865342734953,969.1862700039126,11273.64407313442,11490.0,11495.0,752.830343138332,2.2735083725208445,9.71341939794596
280.0,-7.535160051584244,0.0,-7.535160051584244,-7.535160051584244,0.27253852336778395,0.4658170976995068,0.7607288229465485,0.2692780888928306,0.01962741223949324,0.2542906252082454,0.022324462877926107,0.56875,0.0,142.6764990533502,-11.649152933931706,1.6249987817599552,10.276234073063456,236.42480266093014,723.5435415109055,959.9683441718356,11282.861998966497,11494.0,11495.0,748.830343138332,2.3089852864915588,10.064207185005486
290.0,-7.521631435751915,0.0,-7.521631435751915,-7.521631435751915,0.26827174948918786,0.4816807074150184,0.7969057124853132,0.27025440754035734,0.020261254814937235,0.2549032081622687,0.02233998496080036,0.58,0.0,178.7562618230381,-11.636833873378247,1.6373178423134125,10.236468293869802,239.61434405722622,712.2159807507011,951.8303248079274,11291.000018330404,11486.0,11495.0,756.830343138332,2.341725945707768,10.39916948459169
300.0,-7.508308174014092,0.0,-7.508308174014092,-7.508308174014092,0.2643085643370372,0.49742104747733257,0.8332049864530564,0.2711782538153568,0.020886490681725847,0.2554699216863611,0.02235589246153268,0.58375,0.0,224.07429310003062,-11.625132562253812,1.6490191534378442,10.199816464479833,242.63385368568225,701.6943965532964,944.3282502389786,11298.502092899353,11488.0,11495.0,754.830343138332,2.372767973350478,10.727043398689128
310.0,-7.495176817178726,0.0,-7.495176817178726,-7.495176817178726,0.2605652470248532,0.5130478456018452,0.8695984137058259,0.27208306437925267,0.021501672713198253,0.25599780066127786,0.02237363677720739,0.5825,0.0,281.0192126614772,-11.61367691029252,1.6604748053991327,10.167420487380822,245.56255551035255,691.7565241689148,937.3190796792674,11305.511263459064,11492.0,11495.0,750.830343138332,2.402221697727304,11.047693771585314
320.0,-7.482231331467628,0.0,-7.482231331467628,-7.482231331467628,0.2569594845084231,0.52856437959351,0.906195355057716,0.272973401067791,0.022111517188901163,0.2565300519364001,0.022392319671396935,0.5875,0.0,352.599527530132,-11.602349567098578,1.6718021485930838,10.143060324175593,248.44334605810633,682.1838364301442,930.6271824882506,11312.203160650082,11500.0,11500.0,742.830343138332,2.430610560361551,11.365819480786492
330.0,-7.469459092020989,0.0,-7.469459092020989,-7.469459092020989,0.2536552960634012,0.5439760128482402,0.9432011002302172,0.27381125199009093,0.022712757929577606,0.25701859411072653,0.022411275042396348,0.59625,0.0,442.67650844569,-11.592065112472175,1.6820866032194848,10.108508016577249,251.083285575113,673.4117766868557,924.4950622619687,11318.335280876363,11507.0,11508.0,735.830343138332,2.4569090256083497,11.668688124288726
340.0,-7.456848183870315,0.0,-7.456848183870315,-7.456848183870315,0.25049352849907425,0.5592889540829241,0.9803815281391142,0.27464535361116865,0.0233085667449369,0.25750181735767935,0.022432081014545344,0.6025,0.0,556.0459862850881,-11.58206913664651,1.6920825790451466,10.068489567676066,253.6453686616632,665.0178202191261,918.6631888807892,11324.167154257542,11510.0,11510.0,732.830343138332,2.481876135256605,11.963688874110755
350.0,-7.444390926361084,0.0,-7.444390926361084,-7.444390926361084,0.24752852952173077,0.5745054901926185,1.0177370643615724,0.2754626017288363,0.02389832553915474,0.2579729741340321,0.02245446065300124,0.605,0.0,698.8361853926182,-11.572701500726255,1.701450214965404,10.034823608734825,256.05854904011665,657.1462509667057,913.2048000068223,11329.62554313151,11517.0,11517.0,725.830343138332,2.5053751210549207,12.248152644095118
360.0,-7.432081055045128,0.0,-7.432081055045128,-7.432081055045128,0.24456556695330633,0.5896265168479945,1.0552638286352156,0.2763013098258116,0.024485159101665304,0.2584488320000249,0.02247861545033115,0.60375,0.0,878.6745261207006,-11.563034461276999,1.7111172544146596,10.007393017974088,258.5273785930312,649.2800880344631,907.8074666274943,11335.022876510837,11522.0,11522.0,720.830343138332,2.5283421225703613,12.53271120466863
370.0,-7.419915786385536,0.0,-7.419915786385536,-7.419915786385536,0.24186761792238298,0.6046477847910918,1.0929576069116589,0.27707456184667334,0.025064737721572267,0.2589185518468633,0.0225013789513211,0.61,0.0,1105.4697208402658,-11.554511300547322,1.7196404151443367,9.976396706631473,260.7430168500639,642.1174910829291,902.860507932993,11339.969835205338,11517.0,11522.0,725.830343138332,2.5499344057604088,12.80626373798039
380.0,-7.407876582741737,0.0,-7.407876582741737,-7.407876582741737,0.23948727470784514,0.6195830320034255,1.1308027225732804,0.27779413060383074,0.02563431028361821,0.2593031513891414,0.02252448266312804,0.61375,0.0,1391.7074858140522,-11.54732790711467,1.7268238085769867,9.932436766968992,262.6542961520524,635.7980836898934,898.4523798419457,11344.377963296387,11516.0,11522.0,726.830343138332,2.5698859002545134,13.064333718738403
390.0,-7.395953848361969,0.0,-7.395953848361969,-7.395953848361969,0.2372235980803553,0.6344358611952772,1.1687938714027402,0.2785290239538339,0.026201097845891325,0.2597230768442712,0.02255053423660012,0.62,0.0,1752.9705871592623,-11.540488256355465,1.7336634593361926,9.870137698337043,264.4795151304052,629.7884062921784,894.2679214225836,11348.56242171575,11519.0,11522.0,723.830343138332,2.588425475300852,13.308800063009137
400.0,-7.384137645363808,0.0,-7.384137645363808,-7.384137645363808,0.23522120371466437,0.64921222453926,1.2069244533777237,0.27925802781027825,0.02676071990332215,0.2601309337616151,0.02257993822956514,0.62375,0.0,2209.3698730457545,-11.534808394624513,1.7393433210671487,9.813600995451315,266.0425782825344,624.472388971214,890.5149672537484,11352.315375884584,11515.0,11522.0,727.830343138332,2.6053610425037768,13.536111532225304
410.0,-7.372418941855431,0.0,-7.372418941855431,-7.372418941855431,0.23335421734540318,0.6639144701540373,1.2451806682348252,0.27994924449396535,0.027320984886604893,0.26050140431568797,0.022608248936186594,0.62875,0.0,2786.0797264864145,-11.529633655314305,1.744518060377357,9.753189581544536,267.48548275061574,619.5158569078725,887.0013396584882,11355.829003479845,11517.0,11522.0,725.830343138332,2.6216104212980644,13.757861707951426
420.0,-7.360792399644851,0.0,-7.360792399644851,-7.360792399644851,0.2315351015797572,0.6785403730688935,1.283549071550369,0.280651266999551,0.027884354510146193,0.2608806321941266,0.02263810093532562,0.6325,0.0,3514.997660972127,-11.524469352407545,1.7496823632841163,9.698060844785198,268.913895913764,614.6864131755533,883.6003090893173,11359.230034049015,11517.0,11522.0,725.830343138332,2.637426028883678,13.977180407627253
430.0,-7.349258016943931,0.0,-7.349258016943931,-7.349258016943931,0.22963837340359394,0.6930826594655035,1.3220129722356795,0.2813918043300193,0.028455505623884048,0.26129689297077924,0.02266987501071059,0.63375,0.0,4436.364839964171,-11.51870528244551,1.755446433246151,9.641672879368969,270.46571394367334,609.6509216607877,880.1166356044611,11362.71370753387,11510.0,11522.0,732.830343138332,2.653254020909867,14.200171200529681
440.0,-7.337817983031273,0.0,-7.337817983031273,-7.337817983031273,0.22774049379980998,0.7075321501877642,1.3605492871999738,0.28212876811163706,0.029031811004381385,0.26171555048856543,0.022701300797712858,0.6325,0.0,5601.719127862746,-11.512792638134128,1.761359077557529,9.564797944472865,272.04525829515995,604.6123733010421,876.657631596202,11366.17271154213,11522.0,11522.0,720.830343138332,2.668942114543483,14.42470143659376
