trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,0,low+peak_energy,-13.473226512804215,240,-0.038718588925272385,-0.01583305063188733,0.40894553068631817,-0.01583379389547092,7.432635835899482e-07,1.7366086211417775e-08,-0.015833050631887332,3.469446951953614e-18,1.095582958467715e-16,1.0001672277669833,7.432635835899482e-07,1.9044621181168308e-06,0.00012027831931433572,1,0.29212909364414635,0.7096896257917612
0,0,low+peak_energy,-13.473226512804215,250,-0.038718588925272385,-0.01564119215734295,0.4039924499244382,-0.015642017597538013,8.254401950638646e-07,2.574247427722387e-08,-0.01564119215734295,0.0,0.0,1.000182759767785,8.254401950638646e-07,2.03314045149425e-06,0.0001299794248930047,1,0.30710635521936397,0.72616589731398
0,0,low+peak_energy,-13.473226512804215,260,-0.038718588925272385,-0.01548272581146777,0.39989927088196175,-0.015483535480794825,8.096693270547711e-07,-8.45464400225926e-09,-0.015482725811467772,1.734723475976807e-18,5.60183259866098e-17,1.000188172957094,8.096693270547711e-07,2.1037609727673136e-06,0.0001358708400530833,1,0.32207077812514817,0.7417958779020788
0,0,low+peak_energy,-13.473226512804215,270,-0.038718588925272385,-0.015356589788529842,0.3966407974874647,-0.015357371988909359,7.822003795163179e-07,-8.045893628433332e-09,-0.015356589788529844,1.734723475976807e-18,5.647852631392837e-17,1.0001967641899026,7.822003795163179e-07,2.2394265698903013e-06,0.00014582094980231965,1,0.3370049306710975,0.7566258713535492
0,0,low+peak_energy,-13.473226512804215,280,-0.038718588925272385,-0.015261990425565548,0.3941970643900932,-0.015262754091669148,7.636661036002079e-07,6.245819838754385e-09,-0.015261990425565548,0.0,0.0,1.000201975151967,7.636661036002079e-07,2.3188767319217327e-06,0.0001519304260551143,1,0.3518895537615779,0.770697361678405
0,0,low+peak_energy,-13.473226512804215,290,-0.038718588925272385,-0.015198315400461276,0.3925531328828403,-0.015199103383418521,7.8798295724547e-07,9.251634526183383e-09,-0.015198315400461274,-1.734723475976807e-18,5.706663847912587e-17,1.0002106701553888,7.8798295724547e-07,2.4138485098185254e-06,0.00015881519119423295,1,0.3667070223187921,0.7840449222635265
0,0,low+peak_energy,-13.473226512804215,300,-0.038718588925272385,-0.015165175828093621,0.3916989385739609,-0.01516603018511071,8.543570170892884e-07,2.2591025059318093e-08,-0.015165175828093617,-3.469446951953614e-18,1.143821721837186e-16,1.0002207412291917,8.543570170892884e-07,2.4932225361134327e-06,0.0001643951980631794,1,0.3814410021489962,0.7967068934655819
0,0,low+peak_energy,-13.473226512804215,310,-0.038718588925272385,-0.015162497807415388,0.3916291886301128,-0.015163329565707295,8.317582919064453e-07,-4.549976352283269e-09,-0.015162497807415382,-6.938893903907228e-18,2.288050877559213e-16,1.0002268377079777,8.317582919064453e-07,2.6076679579462706e-06,0.00017197198983550784,1,0.39608039459567934,0.8087163161716165
0,0,low+peak_energy,-13.473226512804215,320,-0.038718588925272385,-0.015190194626543247,0.39234330712149607,-0.0151909792260191,7.845994758528402e-07,-1.1458131219874157e-08,-0.015190194626543236,-1.0408340855860843e-17,3.4258294679362865e-16,1.0002311393061933,7.845994758528402e-07,2.7264515710672322e-06,0.0001794783292440666,1,0.4106070350617345,0.8201014605496328
0,0,low+peak_energy,-13.473226512804215,330,-0.038718588925272385,-0.015248456421051248,0.39384542767888836,-0.015249139214396972,6.827933457242974e-07,-2.7244911212503942e-08,-0.015248456421051233,-1.5612511283791264e-17,5.11914510854856e-16,1.0002322003765851,6.827933457242974e-07,2.8579039775833564e-06,0.00018741411809560768,1,0.4250063042568144,0.8308902343422184
0,0,low+peak_energy,-13.473226512804215,340,-0.038718588925272385,-0.015337481582528581,0.39614443333743027,-0.015338153469426932,6.718868983505988e-07,-7.817295222603549e-09,-0.015337481582528565,-1.5612511283791264e-17,5.089436389755518e-16,1.000239466156879,6.718868983505988e-07,3.000920872420323e-06,0.00019565072669288164,1,0.43925515399093845,0.8411100478458003
0,0,low+peak_energy,-13.473226512804215,350,-0.038718588925272385,-0.015457832762794759,0.3992540441042967,-0.015458553210426836,7.204476320764319e-07,-3.632333243214214e-09,-0.015457832762794747,-1.214306433183765e-17,3.927619928767692e-16,1.000247666785865,7.204476320764319e-07,3.107944124722464e-06,0.00020105012949246423,1,0.45334901541292555,0.8507858902092498
0,0,low+peak_energy,-13.473226512804215,360,-0.038718588925272385,-0.015610400911220085,0.4031929534589814,-0.01561106222254478,6.613113246942137e-07,5.250799364753256e-09,-0.015610400911220073,-1.214306433183765e-17,3.8892498661305667e-16,1.0002507999235686,6.613113246942137e-07,3.253776030715193e-06,0.00020842758707451944,1,0.46727460758359374,0.8599428590585442
0,0,low+peak_energy,-13.473226512804215,370,-0.038718588925272385,-0.01579597983663106,0.40798501568796436,-0.015796604110093097,6.242734620354184e-07,2.8424012275818367e-09,-0.01579597983663105,-1.0408340855860843e-17,3.294486835056696e-16,1.0002561809380255,6.242734620354184e-07,3.4223554695443887e-06,0.00021665134137011801,1,0.48101923303575195,0.868603646846937
0,0,low+peak_energy,-13.473226512804215,380,-0.038718588925272385,-0.016015686650950718,0.4136594866826525,-0.01601631161990481,6.249689540917258e-07,5.319482986043678e-09,-0.016015686650950708,-1.0408340855860843e-17,3.24929393947528e-16,1.0002644996500396,6.249689540917258e-07,3.6111745602268425e-06,0.00022546855018348505,1,0.4945677822228111,0.8767882638991917
0,0,low+peak_energy,-13.473226512804215,390,-0.038718588925272385,-0.016270954327956562,0.42025132160404327,-0.016271538166489394,5.838385328318929e-07,4.479103424964714e-09,-0.01627095432795656,-3.469446951953614e-18,1.0661090907492712e-16,1.000271918069258,5.838385328318929e-07,3.8405279530138346e-06,0.00023602734503141529,1,0.5079137740804487,0.8845169203470494
0,0,low+peak_energy,-13.473226512804215,400,-0.038718588925272385,-0.016563305047612123,0.4278015336539809,-0.016563871723149565,5.666755374424126e-07,-5.117932799780789e-09,-0.016563305047612126,3.469446951953614e-18,1.0472934739964018e-16,1.0002767578417744,5.666755374424126e-07,4.017349020187935e-06,0.00024253683482547818,1,0.5210460786988065,0.8918108064054159
0,0,low+peak_energy,-13.473226512804215,410,-0.038718588925272385,-0.016894664140413997,0.43635761910694126,-0.01689515127861224,4.871381982449186e-07,1.4312804691440917e-09,-0.016894664140414004,6.938893903907228e-18,2.0535163578828834e-16,1.0002772455112277,4.871381982449186e-07,4.196831598385186e-06,0.00024840449956183594,1,0.5339581578830168,0.8986894466197133
