trajectory_index,mode_index,selection_reason,eigenvalue,time,initial_coefficient,actual_coefficient,propagator,homogeneous_coefficient,net_forcing_injection,previous_step_forcing_projection,duhamel_reconstruction,identity_residual,relative_identity_residual,cancellation_condition,absolute_prediction_error,forcing_radius_R,epsilon,shadowing,mode_energy_fraction,selected_modes_energy_fraction
0,1,low,-13.20075514043792,360,0.021931360635263596,0.005965183719306291,0.2720128533140565,0.00596561198345763,-4.282641513381896e-07,4.987734462426341e-09,0.005965183719306288,3.469446951953614e-18,2.9078717837953855e-16,1.000512740091056,4.282641513381896e-07,2.6303246920649236e-06,0.00044091447773651624,1,0.06823256779788132,0.8599428590585442
0,1,low,-13.20075514043792,370,0.021931360635263596,0.005970651383353345,0.27226411673996154,0.005971122532265605,-4.7114891225941147e-07,3.6547446987181265e-09,0.00597065138335334,5.204170427930421e-18,4.3577823096152547e-16,1.0005369315646637,4.7114891225941147e-07,2.734682277065502e-06,0.0004579846188532142,1,0.06872468033908935,0.868603646846937
0,1,low,-13.20075514043792,380,0.021931360635263596,0.005988057656134294,0.27306109636332965,0.0059886013798046474,-5.437236703532272e-07,1.1904171624138593e-09,0.00598805765613429,4.336808689942018e-18,3.6208860925082026e-16,1.0005724596235908,5.437236703532272e-07,2.884197561517186e-06,0.000481614550476437,1,0.06913638092012242,0.8767882638991917
0,1,low,-13.20075514043792,390,0.021931360635263596,0.006017621862620134,0.27440847515371597,0.006018151229968915,-5.293673487807155e-07,9.599558055579938e-09,0.006017621862620128,6.071532165918825e-18,5.044349945614596e-16,1.0005844162245494,5.293673487807155e-07,2.9874285009368854e-06,0.0004964030292326695,1,0.06947262780096822,0.8845169203470494
0,1,low,-13.20075514043792,400,0.021931360635263596,0.006059405699940245,0.2763142647699403,0.006059947789337271,-5.420893970263171e-07,1.353101431247894e-08,0.006059405699940236,8.673617379884035e-18,7.156511641194019e-16,1.0005955577523045,5.420893970263171e-07,3.0666366419301902e-06,0.0005060500104185822,1,0.06973361719067021,0.8918108064054159
0,1,low,-13.20075514043792,410,0.021931360635263596,0.006113767794529797,0.2787898849773757,0.006114241508902484,-4.737143726868398e-07,2.2132201039741506e-08,0.00611376779452979,6.938893903907228e-18,5.674370151885583e-16,1.0005993081189972,4.737143726868398e-07,3.1903163042387155e-06,0.0005217844763890235,1,0.0699239543623029,0.8986894466197133
0,1,low,-13.20075514043792,420,0.021931360635263596,0.006180885306907078,0.28185027772459853,0.006181360085927372,-4.7477902029389313e-07,-4.6017672571813106e-10,0.0061808853069070715,6.938893903907228e-18,5.612756583866123e-16,1.0006110885398476,4.7477902029389313e-07,3.3022891568686926e-06,0.0005342334228977795,1,0.07004409178552247,0.905175710632934
0,1,low,-13.20075514043792,430,0.021931360635263596,0.006261215552501148,0.2855140574751879,0.006261711760925723,-4.962084245753451e-07,2.9389296595308534e-09,0.006261215552501138,9.540979117872439e-18,7.618507112871247e-16,1.0006280806424606,4.962084245753451e-07,3.436339862222943e-06,0.0005487860178531946,1,0.07009646534476205,0.9112851337608239
0,1,low,-13.20075514043792,440,0.021931360635263596,0.006355306065445191,0.289803699912538,0.00635578945621558,-4.833907703890444e-07,-7.438261864084472e-10,0.006355306065445183,7.806255641895632e-18,6.141059026319365e-16,1.0006412666107474,4.833907703890444e-07,3.5920548104621497e-06,0.000565162649771121,1,0.07008581314833089,0.9170364488575353
0,1,low,-13.20075514043792,450,0.021931360635263596,0.006463773656724001,0.29474577169599464,0.006464175814783928,-4.021580599271671e-07,2.4485610830571325e-09,0.00646377365672399,1.0408340855860843e-17,8.050787257407498e-16,1.000646868237216,4.021580599271671e-07,3.779051811161737e-06,0.0005846146391190098,1,0.07001575743110489,0.922447730185134
0,1,low,-13.20075514043792,460,0.021931360635263596,0.006587155280982108,0.3003712045559483,0.0065875492115650336,-3.939305829253961e-07,1.3008696292914068e-08,0.006587155280982098,1.0408340855860843e-17,7.900009944205092e-16,1.000655885227664,3.939305829253961e-07,3.92648725819914e-06,0.0005960467439553755,1,0.06988587460865639,0.9275322000688504
0,1,low,-13.20075514043792,470,0.021931360635263596,0.006726302262791842,0.30671561768531425,0.00672669082392426,-3.885611324179125e-07,-2.2760360264897916e-08,0.0067263022627918325,9.540979117872439e-18,7.091881704997372e-16,1.0006698858637606,3.885611324179125e-07,4.11729366880807e-06,0.0006120830846222982,1,0.06970069572692142,0.9323094400509163
0,1,low,-13.20075514043792,480,0.021931360635263596,0.006882021409009635,0.3138196931280695,0.006882492864439445,-4.714554298103357e-07,-1.16473532858416e-08,0.006882021409009624,1.0408340855860843e-17,7.561461421659285e-16,1.0006968413845583,4.714554298103357e-07,4.324221897402968e-06,0.0006282929721213973,1,0.06946078309326166,0.9367979740205175
0,1,low,-13.20075514043792,490,0.021931360635263596,0.007055428298686866,0.32172960969680686,0.007055968097303271,-5.397986164046992e-07,-1.9710133758628345e-08,0.007055428298686856,9.540979117872439e-18,6.760928469559628e-16,1.0007183094810077,5.397986164046992e-07,4.528182423112402e-06,0.0006417521112153319,1,0.06917199355921688,0.9410079574193759
0,1,low,-13.20075514043792,500,0.021931360635263596,0.0072477173485752215,0.33049754188726477,0.00724826078019774,-5.434316225185268e-07,-1.4586530035914924e-08,0.007247717348575213,8.673617379884035e-18,5.983240423399478e-16,1.000732823259743,5.434316225185268e-07,4.76786423056008e-06,0.0006577942454258672,1,0.0688371307582923,0.9449571703052451
0,1,low,-13.20075514043792,510,0.021931360635263596,0.007460016905471987,0.3401822313175408,0.007460659196733648,-6.422912616609738e-07,2.3437294311041967e-08,0.007460016905471977,1.0408340855860843e-17,6.975483386520129e-16,1.0007618420628728,6.422912616609738e-07,5.041063406669947e-06,0.0006756860585291143,1,0.06845642495760665,0.9486589691174905
0,1,low,-13.20075514043792,520,0.021931360635263596,0.007693914523160473,0.35084963942515757,0.0076946099709853276,-6.954478248546656e-07,-3.190274694333389e-08,0.007693914523160463,9.540979117872439e-18,6.199780855592001e-16,1.0007837472475847,6.954478248546656e-07,5.334636505823612e-06,0.000693295245105255,1,0.06803541604964383,0.9521265396587136
0,1,low,-13.20075514043792,530,0.021931360635263596,0.007951070164109845,0.36257369153169944,0.00795173438584052,-6.642217306746662e-07,-6.071543285496306e-10,0.007951070164109834,1.0408340855860843e-17,6.544698521617337e-16,1.0007918959452171,6.642217306746662e-07,5.632198492419833e-06,0.0007082981170056392,1,0.06757702561166165,0.9553720104815832
0,1,low,-13.20075514043792,540,0.021931360635263596,0.008233141067417968,0.3754371239618644,0.008233846961473812,-7.058940558433979e-07,1.4570541294334216e-08,0.008233141067417958,1.0408340855860843e-17,6.320460475256272e-16,1.0008100311004469,7.058940558433979e-07,5.963206263130227e-06,0.0007242308839394371,1,0.06708112171855268,0.9584102131764427
0,1,low,-13.20075514043792,550,0.021931360635263596,0.008542230593739306,0.3895324477157863,0.00854297658999187,-7.459962525647318e-07,-1.0516329078391617e-08,0.008542230593739292,1.3877787807814457e-17,8.122337490701034e-16,1.0008243996510229,7.459962525647318e-07,6.296215667871272e-06,0.0007370049070773894,1,0.06655137980240572,0.9612513119146553
0,1,low,-13.20075514043792,560,0.021931360635263596,0.00888065849306242,0.4049630442804576,0.008881390568068937,-7.320750065164389e-07,-6.080672384015107e-09,0.008880658493062408,1.214306433183765e-17,6.836240473139041e-16,1.0008305934345951,7.320750065164389e-07,6.644141632701538e-06,0.0007480969992006737,1,0.06599118420258715,0.9639070993854881
0,1,low,-13.20075514043792,570,0.021931360635263596,0.009250825309032299,0.4218444115748892,0.00925162192221946,-7.966131871615934e-07,-3.108575418950266e-08,0.009250825309032287,1.214306433183765e-17,6.562667840259368e-16,1.000846383147426,7.966131871615934e-07,7.033129454185323e-06,0.000760205022785678,1,0.06540118674134987,0.9663881152572905
0,1,low,-13.20075514043792,580,0.021931360635263596,0.009655676342499673,0.4403055808092491,0.00965650048244684,-8.241399471666661e-07,9.284451004884509e-09,0.00965567634249966,1.214306433183765e-17,6.287507753927402e-16,1.0008582695201997,8.241399471666661e-07,7.463032754513259e-06,0.0007728506582772124,1,0.06478492877045396,0.9687062191453412
0,1,low,-13.20075514043792,590,0.021931360635263596,0.010098377758353596,0.4604907281820695,0.010099188228956108,-8.104706025122144e-07,1.1371231012358152e-08,0.01009837775835358,1.5612511283791264e-17,7.729587235054941e-16,1.0008675072992625,8.104706025122144e-07,7.94994581356992e-06,0.0007871866167199516,1,0.06414456390769942,0.9708703368309102
0,1,low,-13.20075514043792,600,0.021931360635263596,0.010582389190021895,0.4825610089008357,0.010583219514720873,-8.303246989780494e-07,2.0532291873653907e-08,0.010582389190021876,1.9081958235744878e-17,9.015195333141561e-16,1.000874739286113,8.303246989780494e-07,8.426506866472441e-06,0.0007962139361043656,1,0.06348144944922891,0.9728911050937084
0,1,low,-13.20075514043792,610,0.021931360635263596,0.011111601052919313,0.5066966467112576,0.01111254689170334,-9.458387840270699e-07,-2.770828513506962e-08,0.011111601052919298,1.5612511283791264e-17,7.024722341305754e-16,1.0008927819544444,9.458387840270699e-07,8.974398121004316e-06,0.0008075914737155915,1,0.06279707833950506,0.9747763599029813
0,1,low,-13.20075514043792,620,0.021931360635263596,0.011690547515328133,0.5330993151453188,0.011691593334864027,-1.0458195358938743e-06,-9.953748577110066e-09,0.011690547515328116,1.734723475976807e-17,7.418678644953829e-16,1.000904409873169,1.0458195358938743e-06,9.527227059718552e-06,0.0008148784162128363,1,0.062094643556309066,0.9765337796759077
0,1,low,-13.20075514043792,630,0.021931360635263596,0.012324213527312562,0.5619948533207801,0.012325311803340096,-1.098276027533887e-06,-1.96436758873042e-09,0.012324213527312545,1.734723475976807e-17,7.037239721216241e-16,1.0009135366879716,1.098276027533887e-06,1.0160345180059531e-05,0.0008243479225658316,1,0.06137637972022611,0.9781728531263237
0,1,low,-13.20075514043792,640,0.021931360635263596,0.013018083093427144,0.5936363673504521,0.013019253258570585,-1.1701651434405796e-06,1.1986555895418527e-08,0.013018083093427127,1.734723475976807e-17,6.662146597520237e-16,1.0009189925871322,1.1701651434405796e-06,1.0793356718091738e-05,0.0008290303985742395,1,0.06064333755363004,0.9797006889537712
0,1,low,-13.20075514043792,650,0.021931360635263596,0.013778302320545513,0.6283077738099818,0.013779644377366338,-1.3420568208254852e-06,-2.0621977684515125e-08,0.01377830232054549,2.2551405187698492e-17,8.182869082144141e-16,1.0009377920682143,1.3420568208254852e-06,1.1579125808839517e-05,0.000840306577712465,1,0.059896385964620935,0.9811241553006997
0,1,low,-13.20075514043792,660,0.021931360635263596,0.014612051855423726,0.6663278539223486,0.014613476465692268,-1.4246102685421674e-06,-8.653254647550401e-09,0.014612051855423705,2.0816681711721685e-17,7.122426262016615e-16,1.0009438622128377,1.4246102685421674e-06,1.2367153329817103e-05,0.0008462841377170718,1,0.05913895887708605,0.982449936500668
