time,theta_mean,theta_std,theta_min,theta_max,fractionality,dual_anisotropy_rms,dual_anisotropy_inf,forcing_l2,anisotropy_forcing_l2,projection_forcing_l2,forcing_relative,clip_fraction,trigger_fraction,prediction_relative_error,rayleigh,weighted_spectral_excess,flatness,weighted_tail,saturation_deficit,bernoulli_gap_bound,bernoulli_expected_cut,current_best_threshold_cut,archive_best_cut,threshold_spectral_gap_bound,spectral_entropy,effective_rank
0.0,-15.0,0.0,-15.0,-15.0,0.9965808186573064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10918896058468386,13.567671225527928,14.615458227388997,9.27806566362518,2726.0193041875254,2735.2973698511505,9588.074667371371,9642.0,9642.0,2681.3720372225225,5.9138039237833455,370.11135646742844
10.0,-14.950108132362367,0.0,-14.950108132362367,-14.950108132362367,0.9988109062713214,9.707546278164904e-05,0.00027886867523108094,4.822441252206748e-07,2.409671615250599e-07,4.1717030059093296e-07,9.888807061677213e-07,0.0,0.0,3.3970910087312533e-06,-4.118398828708761,9.558461357403852,14.929922978709342,2.273181291181185,2732.1194234874583,2734.3926047786395,9588.979432443883,10074.0,10074.0,2249.3720372225225,5.723301776213734,305.9133146046559
20.0,-14.900150318145752,0.0,-14.900150318145752,-14.900150318145752,0.9994475369175884,0.00013670599361176964,0.0004710960388187857,4.785384048951694e-07,2.628925469261169e-07,3.911422514439496e-07,1.4396276149483925e-06,0.0,0.0,9.285079897572206e-06,-6.86574516996999,6.811115016142623,16.01325763311854,0.7525779192956975,2733.860845155296,2734.6134230745915,9588.75861414793,10372.0,10372.0,1951.3720372225225,5.338779659780645,208.2584090410636
30.0,-14.850171290636062,0.0,-14.850171290636062,-14.850171290636062,0.9996907505630471,0.00015761849667351,0.0005967986583712559,4.589673482720234e-07,2.4512673792126437e-07,3.941934128328794e-07,1.8454927080996608e-06,0.0,0.0,1.6814507845064763e-05,-8.533654962687006,5.143205223425606,16.978130058223986,0.31810666389552233,2734.5261249601544,2734.84423162405,9588.52780559847,10605.0,10606.0,1718.3720372225225,4.955871288036968,142.00628086077197
40.0,-14.80018331170082,0.0,-14.80018331170082,-14.80018331170082,0.999806198882017,0.00017026510478254019,0.0006809079647069893,4.4647662834124925e-07,2.18453235796811e-07,3.9657511557267806e-07,2.2678043970041317e-06,0.0,0.0,2.4559914772829815e-05,-9.547035682904005,4.129824503208608,17.660664266910636,0.1600729211590421,2734.8419190636096,2735.0019919847687,9588.370045237752,10775.0,10775.0,1548.3720372225225,4.638079274562204,103.34565819590168
50.0,-14.750190707445144,0.0,-14.750190707445144,-14.750190707445144,0.9998695248961406,0.00017845928734571694,0.0007391250133519378,4.352502695153355e-07,1.9118291254237396e-07,3.9342622020177277e-07,2.694388556255764e-06,0.0,0.0,3.2707111450812165e-05,-10.204860521300729,3.471999664811886,18.01207245128228,0.09060190337325426,2735.0151392718717,2735.105741175245,9588.266296047277,10866.0,10866.0,1457.3720372225225,4.381844186128834,79.9854054478141
60.0,-14.700195440053939,0.0,-14.700195440053939,-14.700195440053939,0.9999077230817396,0.00018418748823287515,0.0007790243625649396,4.2058951823630936e-07,1.6638902090167408e-07,3.818712348070816e-07,3.0959711589406024e-06,0.0,0.0,4.021426699279359e-05,-10.663901538413128,3.012958647699487,18.274687681100186,0.05560530777118436,2735.119625520632,2735.175230828403,9588.196806394119,10918.0,10919.0,1405.3720372225225,4.17212089251484,64.85285227936599
70.0,-14.650198460817338,0.0,-14.650198460817338,-14.650198460817338,0.9999323176298346,0.00018827373405409998,0.0008091914653771681,4.0957721775915027e-07,1.44915227735929e-07,3.8304462661009514e-07,3.5203270624754414e-06,0.0,0.0,4.712804088016049e-05,-11.003950245212927,2.672909940899683,18.480345952315545,0.03618177600775145,2735.1869007597593,2735.223082535767,9588.148954686754,10972.0,10972.0,1351.3720372225225,3.99655361142605,54.41030746787296
80.0,-14.600200330018998,0.0,-14.600200330018998,-14.600200330018998,0.999948920826422,0.00019125108954922646,0.0008328807353965573,4.0331892050663326e-07,1.266860825354634e-07,3.831471240404968e-07,3.9903562223408534e-06,0.0,0.0,5.402918910418692e-05,-11.267839313498477,2.409020872614136,18.5305113212083,0.02461015906108713,2735.2323166794326,2735.2569268384937,9588.115110384028,10987.0,10987.0,1336.3720372225225,3.846439115814811,46.82602395616477
90.0,-14.550201327800751,0.0,-14.550201327800751,-14.550201327800751,0.9999605406641978,0.00019360554944371978,0.0008498120307915968,4.0336857822973087e-07,1.1144694445766804e-07,3.8577095419161607e-07,4.540588879284908e-06,0.0,0.0,6.043491492153138e-05,-11.480233933830743,2.196626252281868,18.527626636092528,0.017335482584126583,2735.264101258762,2735.281436741346,9588.090600481175,11017.0,11019.0,1306.3720372225225,3.7156439987447185,41.08503727896691
