gset_id,n,lambda_min,lambda_max,initial_convex,positive_multiplier_condition,selected_mode_count,initial_selected_energy_fraction,preclip_time,preclip_epsilon_lt_0_1,preclip_epsilon_lt_1,preclip_max_epsilon,preclip_selected_energy_fraction,preclip_energy_fraction_epsilon_lt_0_1,preclip_energy_fraction_epsilon_lt_1,preclip_selected_energy_share_epsilon_lt_0_1,preclip_selected_energy_share_epsilon_lt_1,first_clip,clip_sample_time,clip_epsilon_lt_0_1,clip_epsilon_lt_1,clip_max_epsilon,clip_selected_energy_fraction,clip_energy_fraction_epsilon_lt_0_1,clip_energy_fraction_epsilon_lt_1,first_prediction_error_above_10pct,first_forcing_relative_above_1pct,final_time,final_epsilon_lt_0_1,final_epsilon_lt_1,final_max_epsilon,final_selected_energy_fraction,final_energy_fraction_epsilon_lt_0_1,final_energy_fraction_epsilon_lt_1,best_threshold_cut,spectral_upper,spectral_certified_ratio,max_relative_identity_residual,max_forcing_projection_discrepancy,max_bound_violation
1,800,-13.274151715691659,48.7874941741874,1,1,9,0.010012944487201235,1050,9,9,0.025593776997468877,0.9778465246034757,0.9778465246034757,0.9778465246034757,1.0,1.0,1060,1060,9,9,0.02658528978233924,0.9785738544975763,0.9785738544975762,0.9785738544975762,1110,1150,3000,0,0,50.79481345966803,0.566509889506665,0,0,11587.0,12242.830343138332,0.9464314766473995,1.6593435702918503e-14,9.325873406851315e-15,0.0
2,800,-13.395787316459483,48.84861841704257,1,1,10,0.020015703532838627,1040,9,9,1.714450606746273,0.9988989680581313,0.9988989576116465,0.9988989576116465,0.9999999895420006,0.9999999895420006,1050,1050,9,9,5.296931353293551,0.9989110643050115,0.9989110642236029,0.9989110642236029,1090,1120,3000,0,0,2642.736156790788,0.5915149620417225,0,0,11582.0,12267.157463291896,0.9441470067257102,8.895236291068398e-13,1.582067810090848e-14,0.0
3,800,-13.473226512804215,48.882311073058524,1,1,11,0.013649069374411075,1020,11,11,0.07484552628680295,0.9987746222733459,0.9987746222733457,0.9987746222733457,0.9999999999999998,0.9999999999999998,1030,1030,11,11,0.09797706822875112,0.9988630058500648,0.9988630058500645,0.9988630058500645,1070,1110,3000,0,0,49.97859322436673,0.5960397127201074,0,0,11598.0,12282.645302560843,0.9442591326464423,1.7175485390294475e-14,1.2961853812498703e-14,1.7073272540890508e-18
4,800,-13.676860186112613,48.89070821662589,1,1,13,0.01429320368015131,990,11,11,5.313914726010886,0.9998444293617029,0.9998443927858051,0.9998443927858051,0.9999999634184111,0.9999999634184111,1000,1000,10,11,7.541961395259052,0.9998564833157323,0.9998547289956713,0.9998564077615069,1040,1070,3000,0,0,2828.369998254594,0.629980660182683,0,0,11628.0,12323.372037222522,0.9435729088497724,4.908275697005814e-13,1.3822276656583199e-14,0.0
5,800,-13.647125366575334,48.868246247171214,1,1,13,0.012062552892787792,970,11,12,13.472364071337172,0.9997742841102573,0.9997741878318868,0.9997742669713009,0.999999903699893,0.9999999828571742,980,980,11,12,18.590178071078714,0.9997917871472183,0.9997917302389817,0.9997917587977393,1030,1070,3000,0,0,4664.0168342594025,0.6161852944069477,0,0,11601.0,12317.425073315067,0.9418364577782448,5.628627388420665e-13,1.659783421814609e-14,0.0
